Problem,Run,Best Solution,Best Value,Constraint Violation,Violated Constraints Indexes
G5,1,[ 1.07961807e+02  1.39457916e+00  2.80963333e-01 -1.44037035e-02],327.9329576906918,1531.500688309583,"[2, 3, 4]"
G5,2,[1.04184583e+02 1.93297163e+02 5.53998274e-02 5.06056645e-01],705.0938164391645,2080.0890171895526,"[2, 3, 4]"
G5,3,[204.75086809 117.26195977   0.41772262   0.51632978],858.4352076662017,2632.7093802982963,"[2, 3, 4]"
G5,4,[27.6954132  22.52208937 -0.28708105 -0.12172008],128.1592778355121,1666.1647047354963,"[2, 3, 4]"
G5,5,[ 3.62944967e+02  2.70389137e+02 -5.40935250e-01  2.60198870e-01],1690.6023887714005,3113.8434576583845,"[1, 2, 3, 4]"
G5,6,[ 9.16052075e+01  3.84548570e+02  5.41839378e-01 -1.97714602e-01],1082.5922168620577,1333.7864174548622,"[0, 2, 3, 4]"
G5,7,[ 9.08168940e+01  1.61526407e+02 -1.48851200e-02  1.57455878e-01],599.0620937390968,1361.138902441264,"[2, 3, 4]"
G5,8,[ 1.63589504e+02  4.15257712e+02  5.02635605e-01 -1.68546778e-01],1373.3995803579628,1264.227070111556,"[0, 2, 3, 4]"
G5,9,[ 3.44407819e+02  2.55369441e+02 -3.79149749e-01 -2.25311089e-01],1595.9172403880027,1737.6465809353035,"[2, 3, 4]"
G5,10,[ 3.85652764e+02  5.50499325e+01 -4.37083148e-01  2.00428067e-01],1324.5267630489511,2453.0489122443564,"[1, 2, 3, 4]"
G5,11,[ 4.65152587e+01  5.30903747e+02 -1.76787936e-01  4.77312601e-01],1301.2138394563558,2859.6514907902765,"[1, 2, 3, 4]"
G5,12,[1.90207180e+02 2.97161765e+02 2.91242884e-01 5.19179571e-01],1189.3204671023664,2223.7553173947344,"[2, 3, 4]"
G5,13,[2.04052703e+02 2.35312350e+01 4.44002716e-01 4.18986051e-02],667.7255095497521,1933.5552523916363,"[2, 3, 4]"
G5,14,[ 5.06274710e+02  2.80655056e+02  4.64536292e-01 -2.21615384e-01],2224.637198913241,1579.9443791310598,"[0, 2, 3, 4]"
G5,15,[ 1.91925604e+02  3.07204562e+01  1.19360263e-01 -1.35018745e-01],644.3067163359717,1401.2771178549697,"[2, 3, 4]"
G5,16,[39.5511179  91.70449602  0.13179656 -0.34771464],302.63835429156353,1558.4283972474566,"[2, 3, 4]"
G5,17,[ 4.33381490e+02  3.71725673e+02  3.75437761e-01 -1.14433152e-01],2159.2366799477763,1409.1340167226465,"[2, 3, 4]"
G5,18,[4.60786064e+01 3.96799652e+02 3.20121883e-01 1.16602434e-02],973.5836856214546,1205.6233912416897,"[2, 3, 4]"
G5,19,[ 3.50549349e+02  3.66136606e+02 -4.34466205e-01 -1.67545907e-01],1859.7203395620418,2149.3141531950205,"[2, 3, 4]"
G5,20,[ 8.32406341e+01  1.14929809e+02  5.26759138e-01 -3.55654444e-02],481.17035668068684,1749.8129639887297,"[0, 2, 3, 4]"
G5,21,[1.72509284e+02 1.60392773e+02 2.48872851e-02 4.47944081e-02],846.1980076229687,1267.8217992256234,"[2, 3, 4]"
G5,22,[1.52315574e+02 1.30057699e+02 2.06132995e-02 5.18425941e-01],722.0624643374979,2167.8151639676216,"[2, 3, 4]"
G5,23,[ 4.41466945e+01  3.66727039e+02  2.49640186e-01 -2.12699154e-01],898.8606337807618,1267.540666071718,"[2, 3, 4]"
G5,24,[7.97242177e+01 9.09153563e+01 4.58569760e-02 5.38654671e-01],422.01106908239296,2080.966345453674,"[2, 3, 4]"
G5,25,[1.38319346e+02 4.59901939e+02 8.12562598e-03 2.46825012e-01],1402.2574492764513,1579.002473191506,"[2, 3, 4]"
G5,26,[ 3.47198867e+02  3.51590694e+02  4.95095910e-01 -2.78292601e-01],1815.6066169247185,1451.1883160024418,"[0, 2, 3, 4]"
G5,27,[37.32720197 67.79471052 -0.07380288 -0.29057057],247.83076422051434,1528.5229905153922,"[2, 3, 4]"
G5,28,[ 64.92412059 165.20046422  -0.21772442  -0.3796649 ],528.4526331203863,1423.2430801460632,"[2, 3, 4]"
G5,29,[ 2.15025033e+02  7.25240024e+01 -5.78789313e-02  3.86712003e-01],800.3192561620518,1851.0062653821958,"[2, 3, 4]"
G5,30,[110.28275108 195.92983614   0.33258747  -0.302565  ],729.0635175634382,1448.1047507296814,"[0, 2, 3, 4]"
