Generation,Execution,Best Fitness
0,0,63.912723762625205
1,0,63.912723762625205
2,0,63.912723762625205
3,0,43.54013942110299
4,0,27.019344624995952
5,0,27.019344624995952
6,0,27.019344624995952
7,0,21.273999828199248
8,0,21.273999828199248
9,0,13.478867399318212
10,0,13.478867399318212
11,0,13.478867399318212
12,0,13.478867399318212
13,0,11.949488308598863
14,0,11.949488308598863
15,0,11.949488308598863
16,0,11.949488308598863
17,0,8.33125316165938
18,0,8.33125316165938
19,0,6.106858548552601
20,0,6.106858548552601
21,0,6.106858548552601
22,0,6.106858548552601
23,0,3.4028534969359825
24,0,1.7442569565955475
25,0,1.7442569565955475
26,0,1.5824052848959353
27,0,1.5824052848959353
28,0,1.5824052848959353
29,0,1.5824052848959353
30,0,1.5824052848959353
31,0,1.5824052848959353
32,0,1.5824052848959353
33,0,1.5824052848959353
34,0,1.5824052848959353
35,0,1.5824052848959353
36,0,1.5824052848959353
37,0,1.5824052848959353
38,0,1.5824052848959353
39,0,1.5824052848959353
40,0,1.5824052848959353
41,0,1.5824052848959353
42,0,0.037013315828638246
43,0,0.037013315828638246
44,0,0.037013315828638246
45,0,0.037013315828638246
46,0,0.037013315828638246
47,0,0.037013315828638246
48,0,0.037013315828638246
49,0,0.037013315828638246
50,0,0.037013315828638246
51,0,0.037013315828638246
52,0,0.037013315828638246
53,0,0.037013315828638246
54,0,0.037013315828638246
55,0,0.037013315828638246
56,0,0.037013315828638246
57,0,0.037013315828638246
58,0,0.037013315828638246
59,0,0.037013315828638246
60,0,0.037013315828638246
61,0,0.037013315828638246
62,0,0.037013315828638246
63,0,0.037013315828638246
64,0,0.037013315828638246
65,0,0.037013315828638246
66,0,0.037013315828638246
67,0,0.037013315828638246
68,0,0.037013315828638246
69,0,0.037013315828638246
70,0,0.037013315828638246
71,0,0.037013315828638246
72,0,0.037013315828638246
73,0,0.037013315828638246
74,0,0.037013315828638246
75,0,0.037013315828638246
76,0,0.037013315828638246
77,0,0.037013315828638246
78,0,0.037013315828638246
79,0,0.037013315828638246
80,0,0.037013315828638246
81,0,0.037013315828638246
82,0,0.037013315828638246
83,0,0.037013315828638246
84,0,0.037013315828638246
85,0,0.037013315828638246
86,0,0.037013315828638246
87,0,0.037013315828638246
88,0,0.037013315828638246
89,0,0.037013315828638246
90,0,0.037013315828638246
91,0,0.037013315828638246
92,0,0.037013315828638246
93,0,0.037013315828638246
94,0,0.03684853364611127
95,0,0.03485011057924108
96,0,0.03405074154523331
97,0,0.033730993962483594
98,0,0.03360309493431953
99,0,0.033551935323839634
0,1,50.34276212460723
1,1,41.689839621966414
2,1,41.689839621966414
3,1,21.158672826730896
4,1,21.158672826730896
5,1,16.561228413941148
6,1,16.561228413941148
7,1,16.561228413941148
8,1,16.561228413941148
9,1,16.561228413941148
10,1,12.050574131164083
11,1,12.050574131164083
12,1,12.050574131164083
13,1,12.050574131164083
14,1,12.050574131164083
15,1,12.050574131164083
16,1,12.050574131164083
17,1,12.050574131164083
18,1,2.135367573055043
19,1,2.135367573055043
20,1,2.135367573055043
21,1,2.135367573055043
22,1,2.135367573055043
23,1,2.135367573055043
24,1,2.135367573055043
25,1,2.135367573055043
26,1,2.135367573055043
27,1,2.135367573055043
28,1,2.135367573055043
29,1,1.5429884160954923
30,1,1.5429884160954923
31,1,1.5429884160954923
32,1,0.6452382096691347
33,1,0.6452382096691347
34,1,0.6452382096691347
35,1,0.6452382096691347
36,1,0.6452382096691347
37,1,0.6452382096691347
38,1,0.6452382096691347
39,1,0.6452382096691347
40,1,0.6452382096691347
41,1,0.6452382096691347
42,1,0.2782079292970129
43,1,0.2782079292970129
44,1,0.2782079292970129
45,1,0.2782079292970129
46,1,0.2782079292970129
47,1,0.2782079292970129
48,1,0.2782079292970129
49,1,0.2782079292970129
50,1,0.2782079292970129
51,1,0.2782079292970129
52,1,0.2782079292970129
53,1,0.2782079292970129
54,1,0.2782079292970129
55,1,0.2782079292970129
56,1,0.2782079292970129
57,1,0.2782079292970129
58,1,0.2782079292970129
59,1,0.23997488214976215
60,1,0.23997488214976215
61,1,0.23997488214976215
62,1,0.23997488214976215
63,1,0.23512422209738776
64,1,0.23512422209738776
65,1,0.23512422209738776
66,1,0.23512422209738776
67,1,0.1942633884048062
68,1,0.17783898432002165
69,1,0.1644181008511073
70,1,0.15913372059343073
71,1,0.15703348216091206
72,1,0.15619555394662465
73,1,0.15586072972398346
74,1,0.15572685558532448
75,1,0.15567331481922642
76,1,0.15565189993516435
77,1,0.15564333420912368
78,1,0.15563990795511495
79,1,0.15563853745933762
80,1,0.15563798926196565
81,1,0.15219410878771078
82,1,0.15219410878771078
83,1,0.15219410878771078
84,1,0.13445646022216742
85,1,0.13445646022216742
86,1,0.13445646022216742
87,1,0.13445646022216742
88,1,0.12554765407975635
89,1,0.12313890254400979
90,1,0.12313890254400979
91,1,0.11679956493884479
92,1,0.11679956493884479
93,1,0.11679956493884479
94,1,0.11679956493884479
95,1,0.11654871485041683
96,1,0.11654871485041683
97,1,0.11654871485041683
98,1,0.11654871485041683
99,1,0.11654871485041683
0,2,40.99710933317774
1,2,40.99710933317774
2,2,40.37564305962926
3,2,40.37564305962926
4,2,40.37564305962926
5,2,40.37564305962926
6,2,22.02528297379477
7,2,22.02528297379477
8,2,22.02528297379477
9,2,22.02528297379477
10,2,22.02528297379477
11,2,18.346238253144328
12,2,18.346238253144328
13,2,8.314485617293604
14,2,7.675124092440113
15,2,7.675124092440113
16,2,7.675124092440113
17,2,7.675124092440113
18,2,7.675124092440113
19,2,7.675124092440113
20,2,7.675124092440113
21,2,7.675124092440113
22,2,7.675124092440113
23,2,7.675124092440113
24,2,6.0573871879623145
25,2,6.0573871879623145
26,2,6.0573871879623145
27,2,6.0573871879623145
28,2,6.0573871879623145
29,2,1.0936382894345713
30,2,1.0936382894345713
31,2,0.8733147482864247
32,2,0.8733147482864247
33,2,0.8733147482864247
34,2,0.6048582299363057
35,2,0.6048582299363057
36,2,0.6048582299363057
37,2,0.6048582299363057
38,2,0.6048582299363057
39,2,0.6048582299363057
40,2,0.6048582299363057
41,2,0.6048582299363057
42,2,0.6048582299363057
43,2,0.6048582299363057
44,2,0.6048582299363057
45,2,0.6048582299363057
46,2,0.6048582299363057
47,2,0.6048582299363057
48,2,0.6048582299363057
49,2,0.6048582299363057
50,2,0.6048582299363057
51,2,0.6048582299363057
52,2,0.36142511450671133
53,2,0.36142511450671133
54,2,0.36142511450671133
55,2,0.36142511450671133
56,2,0.36142511450671133
57,2,0.36142511450671133
58,2,0.36142511450671133
59,2,0.36142511450671133
60,2,0.36142511450671133
61,2,0.36142511450671133
62,2,0.36142511450671133
63,2,0.36142511450671133
64,2,0.22607390193085897
65,2,0.22607390193085897
66,2,0.1612793736902097
67,2,0.01744406120057806
68,2,0.01744406120057806
69,2,0.01744406120057806
70,2,0.01744406120057806
71,2,0.01744406120057806
72,2,0.01744406120057806
73,2,0.01744406120057806
74,2,0.01744406120057806
75,2,0.01744406120057806
76,2,0.01744406120057806
77,2,0.01744406120057806
78,2,0.01744406120057806
79,2,0.01744406120057806
80,2,0.01744406120057806
81,2,0.01744406120057806
82,2,0.01744406120057806
83,2,0.01744406120057806
84,2,0.010891732031087672
85,2,0.010891732031087672
86,2,0.003282635690679457
87,2,0.003282635690679457
88,2,0.003282635690679457
89,2,0.003282635690679457
90,2,0.0025825330212415907
91,2,0.0021326110291794128
92,2,0.0019526423764549552
93,2,0.0018806549384203866
94,2,0.0018518599668966979
95,2,0.0018403419788785781
96,2,0.0018357347837646594
97,2,0.0016832548065558548
98,2,0.0012537117373635364
99,2,0.0012537117373635364
0,3,67.19529030865952
1,3,37.79495870669142
2,3,29.30525841042145
3,3,19.789372789174717
4,3,9.376152359248653
5,3,9.376152359248653
6,3,9.376152359248653
7,3,9.376152359248653
8,3,3.9197500506453453
9,3,3.9197500506453453
10,3,3.9197500506453453
11,3,3.9197500506453453
12,3,3.9197500506453453
13,3,3.9197500506453453
14,3,3.9197500506453453
15,3,3.338113274179396
16,3,3.338113274179396
17,3,3.338113274179396
18,3,3.338113274179396
19,3,3.338113274179396
20,3,3.338113274179396
21,3,3.338113274179396
22,3,3.338113274179396
23,3,3.338113274179396
24,3,3.338113274179396
25,3,2.1924276152569777
26,3,2.1924276152569777
27,3,2.1924276152569777
28,3,2.1924276152569777
29,3,2.1924276152569777
30,3,2.1924276152569777
31,3,2.1924276152569777
32,3,2.1924276152569777
33,3,2.1924276152569777
34,3,2.1924276152569777
35,3,2.1924276152569777
36,3,2.1924276152569777
