Generation,Execution,Best Fitness
0,0,1.4250375278425493
1,0,0.34299760642365856
2,0,0.34299760642365856
3,0,0.34299760642365856
4,0,0.34299760642365856
5,0,0.34299760642365856
6,0,0.14862732210275015
7,0,0.10242186599666563
8,0,0.04670357225082805
9,0,0.035280126939184156
10,0,0.0031150420660770906
11,0,0.0031150420660770906
12,0,0.0031150420660770906
13,0,0.0031150420660770906
14,0,0.0031150420660770906
15,0,0.0031150420660770906
16,0,0.0031150420660770906
17,0,0.0007531708191190185
18,0,0.0007531708191190185
19,0,0.0007531708191190185
20,0,0.0007531708191190185
21,0,0.0007531708191190185
22,0,0.0007531708191190185
23,0,0.0007531708191190185
24,0,0.0007531708191190185
25,0,0.0007531708191190185
26,0,0.0006001378033070211
27,0,0.0006001378033070211
28,0,0.0002500465103067386
29,0,0.0002500465103067386
30,0,0.0002500465103067386
31,0,5.4824845395805974e-05
32,0,5.4824845395805974e-05
33,0,5.4824845395805974e-05
34,0,5.4824845395805974e-05
35,0,3.017272934955366e-05
36,0,7.711104935974779e-06
37,0,7.711104935974779e-06
38,0,7.711104935974779e-06
39,0,7.711104935974779e-06
40,0,7.711104935974779e-06
41,0,1.154763724232208e-06
42,0,4.3797445673142276e-07
43,0,4.3797445673142276e-07
44,0,4.3797445673142276e-07
45,0,4.3797445673142276e-07
46,0,4.3797445673142276e-07
47,0,4.3797445673142276e-07
48,0,4.3797445673142276e-07
49,0,4.3797445673142276e-07
50,0,3.357809496848022e-08
51,0,3.357809496848022e-08
52,0,8.356365143886126e-09
53,0,8.356365143886126e-09
54,0,8.356365143886126e-09
55,0,8.356365143886126e-09
56,0,8.356365143886126e-09
57,0,6.462167954661824e-10
58,0,6.462167954661824e-10
59,0,6.462167954661824e-10
60,0,6.462167954661824e-10
61,0,6.462167954661824e-10
62,0,6.462167954661824e-10
63,0,6.462167954661824e-10
64,0,6.462167954661824e-10
65,0,6.462167954661824e-10
66,0,4.5033737811492474e-10
67,0,4.5033737811492474e-10
68,0,4.5033737811492474e-10
69,0,1.8351606615589945e-10
70,0,2.2377111726374468e-11
71,0,2.2377111726374468e-11
72,0,2.2377111726374468e-11
73,0,2.2377111726374468e-11
74,0,2.2377111726374468e-11
75,0,2.2377111726374468e-11
76,0,2.2377111726374468e-11
77,0,8.316257512344573e-12
78,0,8.316257512344573e-12
79,0,8.316257512344573e-12
80,0,8.316257512344573e-12
81,0,8.316257512344573e-12
82,0,7.379183290501482e-12
