Execution,Execution,Min Per Execution,Mean Min Fitness,Std Dev Min Fitness
0,0,-0.0627254930094548,2.8967770621693067,3.440270661760656
1,1,-0.7088278558140175,3.522062212677126,2.8358031021846415
2,2,-0.8070877798437404,2.750563610003095,3.884538125591727
3,3,-0.1779854923738023,2.6572143963521824,3.1568169385009006
4,4,-0.9769669609161904,2.8384166976540657,3.323700157981594
5,5,-0.2709758020335659,2.737491512235545,2.717769854185375
6,6,-0.4927383485665192,3.8849611349687927,3.7621237424044462
7,7,-0.4671014295602183,2.0250945149066006,2.046447913812398
8,8,-0.9691864421210508,2.8583694861740554,3.604166121899807
9,9,0.138262057318292,3.8928642386992562,3.4770286417024856
10,10,-0.3181864387914804,2.929282802852992,3.3536538704153522
11,11,-0.8650980055318161,3.135761449766016,3.0719739825801224
12,12,-0.95516014439103,0.7922403995317582,2.057686284401622
13,13,-0.8967565137244535,2.527755424254634,3.3968442480966274
14,14,-0.6076684838363543,4.315279702422573,3.8812689836474177
15,15,0.0586540479264205,2.8188241085797303,3.277739587247326
16,16,0.0502861946072341,2.3872263450631848,3.274864222040024
17,17,-0.5251350063879203,4.473526153152009,3.371361327452991
18,18,0.915006192392398,3.423775049191579,2.721261666728612
19,19,0.7765687192742317,2.6652156699659404,2.666974633104995
20,20,-0.9984455126926224,1.1600805862237216,2.4097662854898183
21,21,0.6004569107616526,5.220303935315326,3.543098614037837
22,22,-0.1170337175017292,3.383506568753025,2.8995869261258442
23,23,-0.4717839767628853,4.032207490420816,3.108678810807829
24,24,0.2081999988623792,5.021997361220691,2.6864225546793845
25,25,-0.6939626779844876,4.1563307929905635,4.066390747266057
26,26,-0.4818193552666575,4.128124432693507,3.6852872125738783
27,27,-0.6239788310415026,3.234106275878565,3.121969578823224
28,28,0.5275244656472253,2.20924360813239,3.0296766931468637
29,29,-0.8666282442162809,3.8849385300678647,3.074757671737875
