Generation,Execution,Best Fitness
0,0,4.042505672934366
1,0,3.7724571908951035
2,0,2.091721921874452
3,0,1.3642727985546053
4,0,1.9340651681829755
5,0,2.0609925534795757
6,0,1.6563019517800939
7,0,1.277872637578838
8,0,1.7115715428583371
9,0,1.5463332913012273
10,0,1.0245279246565033
11,0,1.2419442600688129
12,0,1.1885316775425139
13,0,1.1261859245897128
14,0,1.3998808294164924
15,0,1.3965945941079596
16,0,0.5588204049474754
17,0,0.6900603235213367
18,0,0.5050737598682034
19,0,0.3454658182087087
20,0,0.19427782740053345
21,0,1.0475877319843931
22,0,1.0673818346152757
23,0,1.0830422402939632
24,0,0.17345382684129618
25,0,0.04045159893308181
26,0,0.031264755616604134
27,0,0.04510959563299721
28,0,0.006985250040170143
29,0,0.16277206531786703
30,0,0.18753369655498275
31,0,0.06817733364149348
32,0,0.04800922281625475
33,0,0.04800922281625475
34,0,0.15297584694385336
35,0,0.14166737215191105
36,0,0.09017212384326712
37,0,0.19123599869103458
38,0,0.5146059389438271
39,0,0.5146059389438271
40,0,0.2607978304566956
41,0,0.5367514539890479
42,0,0.7246099258944696
43,0,1.5314029180756847
44,0,1.7369264382199674
45,0,1.360855279422843
46,0,0.6093335175203123
47,0,0.6048885928424355
48,0,0.4799154874495528
49,0,0.1239852115386384
50,0,0.4837382770019829
51,0,0.3768758366698748
52,0,0.3681016385679783
53,0,0.35797947232200045
54,0,0.5555594041324738
55,0,0.6808538801603206
56,0,0.6377161603815438
57,0,1.0125260593877812
58,0,0.5214650625811608
59,0,0.5214650625811608
60,0,0.3714667014556028
61,0,1.0424644590187455
62,0,1.0782307183573892
63,0,1.1910076640107405
64,0,0.19642225520410506
65,0,0.006441661990955083
66,0,0.02689947188356001
67,0,0.019823205640001618
68,0,0.027250489637125952
69,0,0.009451748445222563
70,0,0.011754447051512074
71,0,0.010683150169963795
72,0,0.016675308165716274
73,0,0.34890265673992005
74,0,0.09698882689951915
75,0,0.01071377148311825
76,0,0.01071377148311825
77,0,0.007991183870558416
78,0,0.017866547134637756
79,0,0.07496422755193421
80,0,0.15820801235496873
